date,price,volume,value
23-Oct-15 07:17,14.29,228,3258.12
23-Oct-15 07:16,10.75,654,7030.50
23-Oct-15 07:15,13.35,835,11147.25
23-Oct-15 07:14,14.11,735,10370.85
23-Oct-15 07:13,9.90,418,4138.20
23-Oct-15 07:12,11.13,12,133.56
23-Oct-15 07:11,13.44,552,7418.88
23-Oct-15 07:10,10.65,12,127.80
23-Oct-15 07:09,11.80,158,1864.40
23-Oct-15 07:08,14.35,930,13345.50
23-Oct-15 07:07,11.48,17,195.16
23-Oct-15 07:06,13.32,887,11814.84
23-Oct-15 07:05,9.07,778,7056.46
23-Oct-15 07:04,11.49,690,7928.10
23-Oct-15 07:03,14.70,671,9863.70
23-Oct-15 07:02,11.20,88,985.60
23-Oct-15 07:01,14.17,510,7226.70
23-Oct-15 07:00,9.48,538,5100.24
23-Oct-15 06:59,10.85,804,8723.40
23-Oct-15 06:58,9.68,856,8286.08
23-Oct-15 06:57,9.54,571,5447.34
23-Oct-15 06:56,14.41,788,11355.08
23-Oct-15 06:55,11.76,242,2845.92
23-Oct-15 06:54,11.70,56,655.20
23-Oct-15 06:53,14.76,74,1092.24
23-Oct-15 06:52,10.29,923,9497.67
23-Oct-15 06:51,10.18,257,2616.26
23-Oct-15 06:50,13.58,660,8962.80
23-Oct-15 06:49,9.46,921,8712.66
23-Oct-15 06:48,11.65,892,10391.80
23-Oct-15 06:47,13.33,857,11423.81
23-Oct-15 06:46,13.26,468,6205.68
23-Oct-15 06:45,13.20,112,1478.40
23-Oct-15 06:44,10.39,411,4270.29
23-Oct-15 06:43,10.14,902,9146.28
23-Oct-15 06:42,10.87,189,2054.43
23-Oct-15 06:41,12.32,830,10225.60
23-Oct-15 06:40,13.03,62,807.86
23-Oct-15 06:39,10.74,587,6304.38
23-Oct-15 06:38,13.18,553,7288.54
23-Oct-15 06:37,10.14,960,9734.40
23-Oct-15 06:36,10.54,197,2076.38
23-Oct-15 06:35,10.06,950,9557.00
23-Oct-15 06:34,11.54,8,92.32
23-Oct-15 06:33,9.88,574,5671.12
23-Oct-15 06:32,12.89,832,10724.48
23-Oct-15 06:31,10.63,974,10353.62
23-Oct-15 06:30,13.80,815,11247.00
23-Oct-15 06:29,9.81,435,4267.35
23-Oct-15 06:28,11.94,154,1838.76
23-Oct-15 06:27,13.90,483,6713.70
23-Oct-15 06:26,13.41,158,2118.78
23-Oct-15 06:25,14.53,501,7279.53
23-Oct-15 06:24,9.00,612,5508.00
23-Oct-15 06:23,12.28,41,503.48
23-Oct-15 06:22,12.68,633,8026.44
23-Oct-15 06:21,11.78,23,270.94
23-Oct-15 06:20,14.30,829,11854.70
23-Oct-15 06:19,10.89,456,4965.84
23-Oct-15 06:18,9.38,956,8967.28
23-Oct-15 06:17,12.00,839,10068.00
23-Oct-15 06:16,11.95,89,1063.55
23-Oct-15 06:15,10.92,878,9587.76
23-Oct-15 06:14,10.16,661,6715.76
23-Oct-15 06:13,11.57,287,3320.59
23-Oct-15 06:12,12.42,844,10482.48
23-Oct-15 06:11,9.28,101,937.28
23-Oct-15 06:10,14.85,795,11805.75
23-Oct-15 06:09,9.97,89,887.33
23-Oct-15 06:08,9.47,20,189.40
23-Oct-15 06:07,11.44,458,5239.52
23-Oct-15 06:06,12.02,827,9940.54
23-Oct-15 06:05,12.34,664,8193.76
23-Oct-15 06:04,11.96,299,3576.04
23-Oct-15 06:03,13.27,126,1672.02
23-Oct-15 06:02,14.72,340,5004.80
23-Oct-15 06:01,14.39,24,345.36
23-Oct-15 06:00,14.76,241,3557.16
23-Oct-15 05:59,14.00,223,3122.00
23-Oct-15 05:58,13.19,935,12332.65
23-Oct-15 05:57,9.56,670,6405.20
23-Oct-15 05:56,14.98,164,2456.72
23-Oct-15 05:55,14.01,510,7145.10
23-Oct-15 05:54,14.29,931,13303.99
23-Oct-15 05:53,13.23,97,1283.31
23-Oct-15 05:52,14.13,661,9339.93
23-Oct-15 05:51,10.75,493,5299.75
23-Oct-15 05:50,14.42,664,9574.88
23-Oct-15 05:49,12.64,291,3678.24
23-Oct-15 05:48,14.05,688,9666.40
23-Oct-15 05:47,11.63,914,10629.82
23-Oct-15 05:46,10.05,586,5889.30
23-Oct-15 05:45,11.73,231,2709.63
23-Oct-15 05:44,10.40,68,707.20
23-Oct-15 05:43,10.50,462,4851.00
23-Oct-15 05:42,12.92,367,4741.64
23-Oct-15 05:41,10.34,190,1964.60
23-Oct-15 05:40,14.89,992,14770.88
23-Oct-15 05:39,14.57,268,3904.76
23-Oct-15 05:38,9.27,994,9214.38
23-Oct-15 05:37,9.45,30,283.50
23-Oct-15 05:36,12.15,719,8735.85
23-Oct-15 05:35,10.96,601,6586.96
23-Oct-15 05:34,9.37,873,8180.01
23-Oct-15 05:33,11.69,107,1250.83
23-Oct-15 05:32,9.97,875,8723.75
23-Oct-15 05:31,10.23,777,7948.71
23-Oct-15 05:30,11.36,324,3680.64
23-Oct-15 05:29,9.90,766,7583.40
23-Oct-15 05:28,9.78,751,7344.78
23-Oct-15 05:27,11.55,852,9840.60
23-Oct-15 05:26,12.88,685,8822.80
23-Oct-15 05:25,14.34,252,3613.68
23-Oct-15 05:24,12.94,608,7867.52
23-Oct-15 05:23,14.32,526,7532.32
23-Oct-15 05:22,9.20,15,138.00
23-Oct-15 05:21,11.57,193,2233.01
23-Oct-15 05:20,13.18,373,4916.14
23-Oct-15 05:19,13.29,437,5807.73
23-Oct-15 05:18,9.11,584,5320.24
23-Oct-15 05:17,9.29,715,6642.35
23-Oct-15 05:16,10.91,540,5891.40
23-Oct-15 05:15,13.17,869,11444.73
23-Oct-15 05:14,10.47,783,8198.01
23-Oct-15 05:13,10.25,535,5483.75
23-Oct-15 05:12,13.35,70,934.50
23-Oct-15 05:11,9.15,648,5929.20
23-Oct-15 05:10,13.43,621,8340.03
23-Oct-15 05:09,13.13,460,6039.80
23-Oct-15 05:08,9.78,691,6757.98
23-Oct-15 05:07,12.09,839,10143.51
23-Oct-15 05:06,10.64,222,2362.08
23-Oct-15 05:05,12.03,291,3500.73
23-Oct-15 05:04,14.41,201,2896.41
23-Oct-15 05:03,9.44,55,519.20
23-Oct-15 05:02,14.75,527,7773.25
23-Oct-15 05:01,13.11,123,1612.53
23-Oct-15 05:00,10.93,562,6142.66
23-Oct-15 04:59,9.38,145,1360.10
23-Oct-15 04:58,10.68,195,2082.60
23-Oct-15 04:57,10.99,439,4824.61
23-Oct-15 04:56,11.99,403,4831.97
23-Oct-15 04:55,14.41,503,7248.23
23-Oct-15 04:54,11.09,703,7796.27
23-Oct-15 04:53,13.11,618,8101.98
23-Oct-15 04:52,10.20,122,1244.40
23-Oct-15 04:51,13.26,165,2187.90
23-Oct-15 04:50,14.66,446,6538.36
23-Oct-15 04:49,13.49,429,5787.21
23-Oct-15 04:48,11.18,185,2068.30
23-Oct-15 04:47,9.98,510,5089.80
23-Oct-15 04:46,11.26,32,360.32
23-Oct-15 04:45,11.64,734,8543.76
23-Oct-15 04:44,14.57,221,3219.97
23-Oct-15 04:43,10.61,358,3798.38
23-Oct-15 04:42,13.48,188,2534.24
23-Oct-15 04:41,10.84,786,8520.24
23-Oct-15 04:40,14.50,530,7685.00
23-Oct-15 04:39,13.66,871,11897.86
23-Oct-15 04:38,12.54,63,790.02
23-Oct-15 04:37,10.88,132,1436.16
23-Oct-15 04:36,9.82,979,9613.78
23-Oct-15 04:35,11.64,855,9952.20
23-Oct-15 04:34,13.16,315,4145.40
23-Oct-15 04:33,10.69,311,3324.59
23-Oct-15 04:32,11.30,102,1152.60
23-Oct-15 04:31,9.63,856,8243.28
23-Oct-15 04:30,11.04,826,9119.04
23-Oct-15 04:29,12.56,152,1909.12
23-Oct-15 04:28,14.87,596,8862.52
23-Oct-15 04:27,12.15,65,789.75
23-Oct-15 04:26,9.18,792,7270.56
23-Oct-15 04:25,10.64,480,5107.20
23-Oct-15 04:24,9.75,832,8112.00
23-Oct-15 04:23,11.02,810,8926.20
23-Oct-15 04:22,12.65,28,354.20
23-Oct-15 04:21,12.15,606,7362.90
23-Oct-15 04:20,10.10,144,1454.40
23-Oct-15 04:19,10.26,266,2729.16
23-Oct-15 04:18,10.20,261,2662.20
23-Oct-15 04:17,9.92,242,2400.64
23-Oct-15 04:16,11.13,732,8147.16
23-Oct-15 04:15,14.62,549,8026.38
23-Oct-15 04:14,10.73,44,472.12
23-Oct-15 04:13,9.67,383,3703.61
23-Oct-15 04:12,14.05,968,13600.40
23-Oct-15 04:11,10.09,18,181.62
23-Oct-15 04:10,13.28,638,8472.64
23-Oct-15 04:09,12.10,424,5130.40
23-Oct-15 04:08,12.20,88,1073.60
23-Oct-15 04:07,13.81,971,13409.51
23-Oct-15 04:06,13.11,727,9530.97
23-Oct-15 04:05,14.85,446,6623.10
23-Oct-15 04:04,9.69,494,4786.86
23-Oct-15 04:03,12.99,552,7170.48
23-Oct-15 04:02,11.34,912,10342.08
23-Oct-15 04:01,11.66,126,1469.16
23-Oct-15 04:00,13.51,658,8889.58
23-Oct-15 03:59,9.32,244,2274.08
23-Oct-15 03:58,10.76,610,6563.60
23-Oct-15 03:57,14.65,831,12174.15
23-Oct-15 03:56,9.81,417,4090.77
23-Oct-15 03:55,11.00,175,1925.00
23-Oct-15 03:54,14.08,153,2154.24
23-Oct-15 03:53,13.76,124,1706.24
23-Oct-15 03:52,13.75,477,6558.75
23-Oct-15 03:51,9.83,812,7981.96
23-Oct-15 03:50,12.44,494,6145.36
23-Oct-15 03:49,10.38,654,6788.52
23-Oct-15 03:48,9.02,910,8208.20
23-Oct-15 03:47,13.14,67,880.38
23-Oct-15 03:46,9.00,100,900.00
23-Oct-15 03:45,9.51,669,6362.19
23-Oct-15 03:44,11.75,256,3008.00
23-Oct-15 03:43,12.97,594,7704.18
23-Oct-15 03:42,10.06,657,6609.42
23-Oct-15 03:41,9.97,902,8992.94
23-Oct-15 03:40,14.04,221,3102.84
23-Oct-15 03:39,13.35,487,6501.45
23-Oct-15 03:38,10.07,369,3715.83
23-Oct-15 03:37,10.31,285,2938.35
23-Oct-15 03:36,12.48,780,9734.40
23-Oct-15 03:35,9.71,585,5680.35
23-Oct-15 03:34,13.00,654,8502.00
23-Oct-15 03:33,10.65,238,2534.70
23-Oct-15 03:32,13.75,473,6503.75
23-Oct-15 03:31,9.24,167,1543.08
23-Oct-15 03:30,13.72,52,713.44
23-Oct-15 03:29,9.58,974,9330.92
23-Oct-15 03:28,14.38,508,7305.04
23-Oct-15 03:27,13.29,454,6033.66
23-Oct-15 03:26,12.75,714,9103.50
23-Oct-15 03:25,9.64,999,9630.36
23-Oct-15 03:24,11.46,261,2991.06
23-Oct-15 03:23,14.36,312,4480.32
23-Oct-15 03:22,9.88,914,9030.32
23-Oct-15 03:21,9.30,412,3831.60
23-Oct-15 03:20,14.01,575,8055.75
23-Oct-15 03:19,11.26,745,8388.70
23-Oct-15 03:18,10.98,141,1548.18
23-Oct-15 03:17,9.76,400,3904.00
23-Oct-15 03:16,9.98,60,598.80
23-Oct-15 03:15,13.96,805,11237.80
23-Oct-15 03:14,9.59,998,9570.82
23-Oct-15 03:13,11.16,148,1651.68
23-Oct-15 03:12,11.72,992,11626.24
23-Oct-15 03:11,9.83,280,2752.40
23-Oct-15 03:10,9.11,511,4655.21
23-Oct-15 03:09,13.82,328,4532.96
23-Oct-15 03:08,14.58,216,3149.28
23-Oct-15 03:07,11.84,402,4759.68
23-Oct-15 03:06,9.69,219,2122.11
23-Oct-15 03:05,14.76,807,11911.32
23-Oct-15 03:04,10.72,443,4748.96
23-Oct-15 03:03,10.80,549,5929.20
23-Oct-15 03:02,10.07,481,4843.67
23-Oct-15 03:01,12.93,346,4473.78
23-Oct-15 03:00,14.68,752,11039.36
23-Oct-15 02:59,11.16,736,8213.76
23-Oct-15 02:58,9.49,968,9186.32
23-Oct-15 02:57,13.37,893,11939.41
23-Oct-15 02:56,12.29,89,1093.81
23-Oct-15 02:55,13.64,725,9889.00
23-Oct-15 02:54,12.89,178,2294.42
23-Oct-15 02:53,9.82,93,913.26
23-Oct-15 02:52,10.82,965,10441.30
23-Oct-15 02:51,11.03,715,7886.45
23-Oct-15 02:50,12.12,314,3805.68
23-Oct-15 02:49,10.56,579,6114.24
23-Oct-15 02:48,10.22,564,5764.08
23-Oct-15 02:47,11.44,450,5148.00
23-Oct-15 02:46,14.79,5,73.95
23-Oct-15 02:45,11.57,879,10170.03
23-Oct-15 02:44,13.32,30,399.60
23-Oct-15 02:43,12.86,717,9220.62
23-Oct-15 02:42,13.49,794,10711.06
23-Oct-15 02:41,12.16,515,6262.40
23-Oct-15 02:40,11.08,778,8620.24
23-Oct-15 02:39,9.28,444,4120.32
23-Oct-15 02:38,9.39,642,6028.38
23-Oct-15 02:37,9.49,98,930.02
23-Oct-15 02:36,12.36,591,7304.76
23-Oct-15 02:35,14.69,402,5905.38
23-Oct-15 02:34,10.34,827,8551.18
23-Oct-15 02:33,14.71,829,12194.59
23-Oct-15 02:32,14.59,117,1707.03
23-Oct-15 02:31,12.51,902,11284.02
23-Oct-15 02:30,14.17,443,6277.31
23-Oct-15 02:29,9.91,208,2061.28
23-Oct-15 02:28,12.20,172,2098.40
23-Oct-15 02:27,9.55,301,2874.55
23-Oct-15 02:26,10.85,104,1128.40
23-Oct-15 02:25,11.99,520,6234.80
23-Oct-15 02:24,12.26,639,7834.14
23-Oct-15 02:23,13.15,94,1236.10
23-Oct-15 02:22,10.71,36,385.56
23-Oct-15 02:21,10.47,148,1549.56
23-Oct-15 02:20,14.92,569,8489.48
23-Oct-15 02:19,14.09,620,8735.80
23-Oct-15 02:18,11.66,189,2203.74
23-Oct-15 02:17,12.44,863,10735.72
23-Oct-15 02:16,11.74,81,950.94
23-Oct-15 02:15,14.81,561,8308.41
23-Oct-15 02:14,9.07,724,6566.68
23-Oct-15 02:13,9.73,332,3230.36
23-Oct-15 02:12,11.10,57,632.70
23-Oct-15 02:11,10.27,841,8637.07
23-Oct-15 02:10,13.59,725,9852.75
23-Oct-15 02:09,9.80,211,2067.80
23-Oct-15 02:08,12.83,850,10905.50
23-Oct-15 02:07,10.12,326,3299.12
23-Oct-15 02:06,10.77,888,9563.76
23-Oct-15 02:05,11.60,49,568.40
23-Oct-15 02:04,12.40,782,9696.80
23-Oct-15 02:03,12.32,322,3967.04
23-Oct-15 02:02,14.90,429,6392.10
23-Oct-15 02:01,9.45,787,7437.15
23-Oct-15 02:00,14.44,436,6295.84
23-Oct-15 01:59,11.30,282,3186.60
23-Oct-15 01:58,14.51,380,5513.80
23-Oct-15 01:57,9.25,659,6095.75
23-Oct-15 01:56,14.99,566,8484.34
23-Oct-15 01:55,9.17,495,4539.15
23-Oct-15 01:54,13.63,691,9418.33
23-Oct-15 01:53,14.71,293,4310.03
23-Oct-15 01:52,12.30,794,9766.20
23-Oct-15 01:51,12.92,797,10297.24
23-Oct-15 01:50,10.71,928,9938.88
23-Oct-15 01:49,14.19,604,8570.76
23-Oct-15 01:48,9.14,508,4643.12
23-Oct-15 01:47,13.66,266,3633.56
23-Oct-15 01:46,12.36,177,2187.72
23-Oct-15 01:45,9.92,104,1031.68
23-Oct-15 01:44,13.61,562,7648.82
23-Oct-15 01:43,13.14,917,12049.38
23-Oct-15 01:42,11.33,338,3829.54
23-Oct-15 01:41,13.88,793,11006.84
23-Oct-15 01:40,10.98,580,6368.40
23-Oct-15 01:39,10.62,415,4407.30
23-Oct-15 01:38,12.39,229,2837.31
23-Oct-15 01:37,14.34,70,1003.80
23-Oct-15 01:36,9.01,449,4045.49
23-Oct-15 01:35,9.11,962,8763.82
23-Oct-15 01:34,12.79,287,3670.73
23-Oct-15 01:33,9.42,618,5821.56
23-Oct-15 01:32,10.39,228,2368.92
23-Oct-15 01:31,13.86,602,8343.72
23-Oct-15 01:30,11.53,862,9938.86
23-Oct-15 01:29,12.90,718,9262.20
23-Oct-15 01:28,9.65,840,8106.00
23-Oct-15 01:27,13.28,524,6958.72
23-Oct-15 01:26,10.59,328,3473.52
23-Oct-15 01:25,11.85,141,1670.85
23-Oct-15 01:24,12.73,375,4773.75
23-Oct-15 01:23,10.14,158,1602.12
23-Oct-15 01:22,10.73,570,6116.10
23-Oct-15 01:21,14.47,49,709.03
23-Oct-15 01:20,11.46,594,6807.24
23-Oct-15 01:19,11.41,874,9972.34
23-Oct-15 01:18,14.10,891,12563.10
23-Oct-15 01:17,13.59,98,1331.82
23-Oct-15 01:16,13.83,620,8574.60
23-Oct-15 01:15,10.86,688,7471.68
23-Oct-15 01:14,10.40,715,7436.00
23-Oct-15 01:13,11.58,136,1574.88
23-Oct-15 01:12,14.83,48,711.84
23-Oct-15 01:11,10.21,756,7718.76
23-Oct-15 01:10,9.79,681,6666.99
23-Oct-15 01:09,14.94,703,10502.82
23-Oct-15 01:08,10.34,235,2429.90
23-Oct-15 01:07,14.05,676,9497.80
23-Oct-15 01:06,14.74,742,10937.08
23-Oct-15 01:05,14.39,731,10519.09
23-Oct-15 01:04,12.66,210,2658.60
23-Oct-15 01:03,10.37,789,8181.93
23-Oct-15 01:02,9.27,874,8101.98
23-Oct-15 01:01,13.54,645,8733.30
23-Oct-15 01:00,10.70,166,1776.20
23-Oct-15 00:59,14.08,78,1098.24
23-Oct-15 00:58,11.79,166,1957.14
23-Oct-15 00:57,9.02,61,550.22
23-Oct-15 00:56,12.25,765,9371.25
23-Oct-15 00:55,13.89,868,12056.52
23-Oct-15 00:54,13.62,925,12598.50
23-Oct-15 00:53,13.69,487,6667.03
