name,economy (mpg),cylinders,displacement (cc),power (hp),weight (lb),0-60 mph (s),year
286,30.6,9,99,255,5437,25.0,129
287,28.2,10,462,179,5136,29.2,130
288,8.4,8,147,52,2656,29.3,138
289,24.3,4,506,116,5891,17.7,125
290,35.5,5,504,113,2227,19.8,71
291,43.4,4,198,81,2394,27.1,102
292,39.0,4,291,118,5179,18.6,129
293,34.8,10,404,84,4705,14.3,137
294,38.1,5,264,161,3014,8.5,121
295,40.5,6,202,178,4570,9.4,130
296,34.6,8,451,96,4902,17.0,75
297,24.1,4,173,184,5563,21.9,141
298,51.1,8,89,60,1293,8.5,138
299,53.1,9,250,203,4283,9.4,102
300,11.4,3,467,114,5660,25.3,122
301,35.0,4,518,68,1910,30.0,128
302,21.8,10,176,182,1333,17.6,103
303,50.5,9,114,227,4991,20.3,150
304,37.3,10,361,272,1539,28.2,136
305,30.8,4,509,58,4735,14.5,96
306,42.6,6,295,172,5341,8.6,80
307,49.4,7,138,206,3028,24.4,77
308,25.4,10,180,81,3285,10.5,72
309,28.3,5,95,137,2095,15.9,140
310,37.3,10,118,69,2548,22.9,120
311,30.3,9,520,72,2502,10.1,145
312,14.6,9,353,248,1205,14.4,116
313,13.4,4,521,227,6261,11.7,97
314,36.4,7,206,183,4968,12.9,78
315,48.4,10,77,261,1326,23.8,125
316,52.5,5,520,106,2360,19.4,78
317,26.7,9,400,121,3918,22.4,138
318,21.2,5,349,163,5719,15.9,83
319,9.2,3,279,137,3960,23.1,150
320,53.0,9,442,103,1959,30.0,129
321,10.2,6,213,209,5873,18.3,93
322,51.8,7,103,65,5518,21.5,84
323,45.2,5,512,277,5768,20.3,140
324,34.7,3,298,63,2662,8.3,87
325,48.8,8,483,125,4194,21.3,123
326,37.6,4,250,181,6297,13.4,135
327,21.3,4,419,121,5091,25.1,100
328,52.6,6,329,139,1505,22.0,129
329,49.1,8,457,211,1995,27.2,146
330,43.9,8,478,165,6133,11.7,149
331,53.4,5,88,90,4879,13.3,74
332,19.9,8,287,140,5607,9.4,136
333,30.4,6,375,139,2973,30.1,70
334,40.6,6,427,231,4081,17.4,81
335,26.9,9,273,177,5304,28.3,110
336,39.8,3,220,88,4416,11.5,142
337,41.5,4,175,71,4641,29.9,74
338,13.1,6,456,89,2566,17.6,142
339,19.9,9,253,162,4645,19.4,142
340,25.2,3,128,225,3515,15.6,115
341,29.8,4,507,67,4402,26.6,81
342,53.2,6,459,134,5478,28.7,143
343,17.0,9,204,139,1586,17.3,101
344,29.6,4,349,207,5928,11.5,87
345,47.4,7,201,159,5026,31.3,82
346,37.0,10,359,91,3174,8.9,101
347,31.9,8,292,266,2699,26.6,130
348,19.3,9,286,242,4619,23.3,105
349,47.0,6,159,267,2523,14.4,135
350,16.0,10,328,201,5034,24.9,130
351,48.6,6,159,103,1749,30.5,84
352,24.8,4,259,198,3339,32.7,95
353,44.1,5,408,87,2415,8.9,151
354,12.8,8,384,69,6075,20.4,92
355,13.8,3,338,254,4815,14.6,102
356,20.4,8,502,229,3170,9.8,142
357,40.9,4,263,137,5432,19.6,139
358,18.3,6,499,65,5646,12.8,75
359,48.6,7,336,235,2103,14.3,113
360,47.6,8,505,276,1457,13.2,113
361,31.5,3,117,185,4942,23.4,143
362,26.7,9,520,72,2608,14.0,128
363,35.7,6,523,230,2507,32.5,98
364,45.6,5,105,194,5692,32.6,133
365,26.5,9,262,110,4087,28.1,125
366,21.5,7,223,203,3625,17.4,102
367,41.1,8,346,132,5522,25.8,119
368,37.1,9,179,189,4955,8.3,116
369,50.6,4,132,229,4526,20.1,114
370,40.9,9,174,100,5976,21.4,149
371,9.7,3,104,212,3132,24.2,143
372,9.1,7,370,272,3098,14.1,148
373,23.8,6,408,259,3450,27.1,112
374,27.4,9,247,73,1477,9.0,114
375,19.8,8,509,223,1243,30.3,93
376,51.2,7,402,238,1735,30.5,130
377,47.2,5,253,129,4441,26.7,110
378,16.5,10,239,126,3544,18.1,98
379,51.5,7,433,91,5163,24.0,132
380,52.0,10,174,179,5575,20.2,76
381,40.1,8,520,149,5160,23.8,83
382,29.4,9,415,64,1485,15.4,132
383,34.5,3,312,86,5345,17.4,97
384,19.1,9,348,75,6003,31.2,103
385,46.0,8,454,146,2102,26.9,103
386,44.4,7,263,83,4312,30.7,102
387,52.1,3,411,268,3399,12.1,88
388,18.7,5,187,183,2052,23.6,82
389,24.4,5,343,86,1924,12.5,134
390,50.9,4,255,72,2906,20.6,74
391,36.0,6,374,135,3796,31.9,95
392,13.5,5,249,94,4490,19.4,88
393,11.9,5,111,105,5511,22.9,71
394,13.6,10,493,220,3306,11.8,151
395,36.4,4,439,101,1817,15.8,130
396,24.8,4,446,181,2958,24.0,89
397,10.6,3,203,114,5928,14.4,116
398,30.8,6,208,266,3541,21.5,151
399,44.8,5,142,50,5267,18.4,70
400,37.1,6,352,154,3577,28.6,76
401,39.4,4,216,76,3516,8.9,85
402,46.2,6,518,101,3387,19.2,140
403,52.0,4,394,144,2683,24.3,84
404,46.7,6,387,252,3859,26.5,136
405,42.3,9,429,100,5203,27.3,115
406,26.5,3,301,91,4046,25.3,93
407,35.7,8,109,180,2890,18.7,123
408,42.7,9,248,193,2263,10.5,128
409,47.0,5,198,67,2370,23.6,106
410,16.2,6,235,137,3577,26.5,143
411,35.0,7,339,61,2418,12.3,104
412,51.1,8,273,119,3969,13.0,93
413,35.9,5,363,79,5648,15.4,78
414,26.7,10,139,148,5525,18.0,113
415,19.0,10,280,97,2817,8.2,109
416,15.6,7,436,96,1385,23.1,77
417,42.9,8,522,116,1698,26.0,119
418,16.6,4,415,185,1711,19.8,118
419,44.3,6,160,182,4520,25.3,83
420,40.1,8,523,202,1751,29.5,74
421,18.1,4,495,69,3297,18.3,147
422,32.2,5,425,256,2067,25.5,146
423,51.7,9,360,261,5575,9.8,139
424,44.4,7,331,187,5375,11.2,126
425,45.2,5,390,263,6155,17.5,139
426,26.0,3,462,217,4412,15.0,95
427,36.2,8,389,60,2262,15.5,144
428,24.2,3,500,116,3706,28.1,85
429,12.4,5,342,63,1325,14.5,130
430,8.2,10,201,167,2285,25.9,108
431,24.4,9,420,128,5912,30.6,71
432,18.8,9,296,222,3010,27.2,98
433,48.9,6,151,149,1879,22.0,97
434,35.7,6,500,94,1912,30.3,101
435,13.4,4,195,140,3699,27.1,97
436,32.7,8,280,104,5921,29.0,77
437,31.4,7,185,150,2554,24.2,141
438,25.6,5,265,228,3334,32.2,148
439,44.3,8,474,248,1660,22.2,77
440,53.9,3,200,109,4583,30.6,138
441,48.5,8,420,275,5854,32.5,74
442,18.1,6,411,186,3241,13.8,143
443,14.7,8,246,121,4004,20.2,118
444,52.3,10,258,151,3461,31.5,148
445,39.9,5,500,244,1564,30.5,75
446,32.4,4,396,224,5780,16.7,127
447,38.9,3,419,66,2977,12.0,88
448,20.9,8,231,247,2102,29.8,126
449,28.5,5,162,274,4973,32.6,148
450,21.3,8,273,57,5915,16.0,140
451,11.6,5,464,65,3810,16.0,75
452,50.5,10,216,213,1594,15.8,147
453,49.1,9,258,52,6108,9.0,97
454,14.1,9,310,262,2767,14.3,140
455,16.8,8,506,174,3064,24.8,105
456,45.0,4,363,152,5653,18.2,85
457,33.7,4,253,215,3201,21.2,124
458,11.9,5,382,118,1768,19.2,76
459,15.5,8,184,116,1667,23.7,114
460,32.7,3,429,169,3855,17.3,124
461,49.2,6,102,79,4205,29.1,123
462,20.3,4,91,256,4798,14.6,119
463,11.7,10,213,151,3949,9.3,100
464,35.6,10,360,116,4717,10.2,143
465,27.2,8,201,208,4722,18.3,91
466,14.8,8,324,173,4626,32.1,129
467,25.2,3,464,142,3549,28.9,71
468,26.8,4,226,232,2718,28.1,124
469,38.6,5,170,259,5922,9.5,88
470,12.5,6,97,196,1836,24.4,103
471,50.4,8,72,98,3867,12.4,139
472,32.7,6,441,89,2977,22.1,138
473,34.2,5,298,225,2677,11.1,71
474,46.6,3,74,89,5096,15.5,84
475,12.6,10,355,85,4824,16.3,118
476,36.4,10,205,254,1666,22.2,77
477,52.6,10,239,135,5079,17.8,122
478,10.0,7,417,104,5396,10.4,77
479,12.8,7,168,195,6061,14.3,136
480,30.7,3,261,239,4970,24.6,151
481,44.7,7,432,242,5242,11.8,103
482,47.7,10,108,82,3064,23.0,101
483,8.4,7,436,189,3305,30.6,85
484,17.0,3,316,54,5064,17.1,71
485,43.8,4,402,243,1872,30.2,139
486,12.7,9,522,236,3857,19.9,128
487,48.3,3,325,141,2308,28.8,121
488,34.0,6,423,239,3307,15.7,93
489,31.1,10,189,120,4322,13.8,141
490,44.2,7,266,191,3888,24.8,82
491,38.6,6,169,87,1450,8.4,82
492,8.5,4,332,149,2718,29.1,149
493,8.4,8,273,170,5349,19.1,73
494,48.3,3,78,126,2227,25.5,108
495,34.5,10,180,143,4885,14.6,105
496,22.2,8,303,218,5203,25.1,117
497,31.7,10,302,197,5165,25.0,128
498,14.1,5,85,171,4064,11.7,104
499,21.7,9,173,62,1667,27.2,94
500,18.6,4,204,233,5615,22.4,74
501,22.1,6,291,163,3984,22.5,94
502,17.7,7,415,97,2792,15.8,87
503,10.6,9,162,240,1512,26.8,131
504,19.3,8,243,192,5758,8.5,110
505,52.2,5,158,114,3693,8.2,135
506,43.3,4,265,106,1802,15.3,98
507,25.5,6,234,277,4020,20.6,111
508,25.3,7,130,92,6221,25.4,128
509,34.7,10,359,277,3689,29.1,146
510,10.4,4,235,66,4564,32.9,107
511,11.5,4,135,117,1684,11.6,93
512,42.1,7,223,66,1844,22.9,92
513,24.2,5,145,273,1294,10.1,98
514,41.2,3,193,156,5863,18.2,141
515,33.4,4,151,95,2772,14.8,116
516,29.8,3,437,258,4501,12.7,127
517,26.5,4,81,137,4093,23.0,80
518,25.2,4,524,250,1237,18.2,84
519,18.7,3,496,212,5997,10.6,101
520,44.4,3,112,93,3091,16.7,138
521,15.1,7,387,211,3797,15.8,147
522,8.8,9,478,228,2879,16.1,76
523,46.3,9,299,266,4336,24.6,90
524,20.5,6,142,247,5291,29.8,94
525,31.0,9,462,231,2100,30.8,131
526,11.3,7,105,97,2404,20.9,145
527,22.9,7,526,159,4250,15.9,96
528,53.8,5,353,276,4807,23.1,78
529,26.8,6,90,109,5505,26.0,133
530,9.8,4,260,274,5432,29.9,88
531,48.1,7,420,235,3254,16.9,105
532,8.3,7,378,72,6160,26.5,107
533,42.2,8,195,53,2944,31.3,105
534,37.4,7,176,85,3558,14.3,97
535,12.9,9,385,62,2115,9.4,109
536,25.1,10,238,205,3917,24.5,107
537,26.0,8,511,185,1909,8.3,131
538,15.4,10,212,237,3148,26.0,114
539,20.4,10,90,105,5731,29.6,93
540,49.9,8,97,251,5586,31.8,111
541,15.8,5,462,162,5351,14.8,146
542,19.0,10,166,242,1288,19.0,99
543,26.7,4,257,184,2252,11.1,79
544,23.2,6,415,148,5885,23.5,138
545,38.6,7,113,219,4032,17.9,114
546,18.8,10,396,142,2578,32.5,140
547,11.2,4,246,220,6217,24.0,78
548,44.0,3,238,211,5199,13.5,130
549,30.1,10,385,266,2240,11.2,127
550,34.2,3,526,52,4683,31.9,77
551,33.9,6,108,141,2508,13.2,108
552,17.2,4,311,216,4795,17.3,126
553,23.3,10,381,187,5082,18.0,144
554,51.9,4,138,112,5045,22.3,86
555,50.3,10,359,176,4917,19.5,84
556,33.8,9,189,172,1730,16.7,123
557,50.3,9,397,148,4995,25.2,131
558,43.1,9,321,189,5873,13.9,83
559,10.9,3,214,159,4419,18.2,120
560,50.5,7,394,217,6179,29.4,134
561,19.3,10,497,226,2678,13.3,137
562,22.2,5,81,160,2630,19.2,150
563,31.5,4,324,264,3850,22.3,111
564,51.4,4,256,194,4392,22.1,127
565,44.4,4,111,125,1796,28.7,100
566,36.0,6,515,108,4402,12.1,107
567,17.7,10,412,115,1812,18.8,77
568,17.5,5,498,194,3116,16.0,124
569,46.9,6,269,176,3198,26.9,130
570,21.5,5,198,142,1752,8.7,127
571,13.4,8,339,183,5964,17.7,107
572,43.7,7,247,278,2576,22.4,108
573,15.8,5,375,74,5712,20.6,101
574,38.7,10,161,202,3752,11.0,126
575,43.9,6,338,196,4448,22.7,116
576,17.0,6,523,57,1961,19.4,92
577,49.2,7,253,214,5861,17.2,121
578,44.9,8,369,253,3707,22.7,117
579,23.8,8,371,270,2242,29.3,91
580,15.1,9,484,250,5640,22.3,110
581,35.6,6,192,251,6241,9.2,71
582,49.6,6,261,142,2024,20.6,71
583,16.3,6,200,263,3005,18.4,140
584,21.9,9,147,141,1847,15.8,119
585,47.4,4,436,164,5510,13.2,143
586,51.2,8,125,159,5386,23.8,105
587,11.0,7,96,275,3549,17.0,73
588,53.9,5,151,245,3174,9.9,131
589,37.3,10,465,265,2061,23.6,96
590,41.9,9,482,229,2958,10.5,87
591,11.3,6,161,252,2888,15.8,80
592,30.5,8,291,271,4837,12.6,108
593,49.3,7,98,192,2030,11.4,84
594,8.2,9,188,213,1584,19.1,114
595,38.6,8,70,188,2591,10.5,103
596,27.1,5,342,112,3104,18.7,111
597,24.0,9,116,207,4698,9.0,108
598,24.8,5,337,166,2641,32.5,75
599,43.3,3,135,182,5755,16.9,108
600,52.7,7,155,93,1252,26.2,76
601,19.7,6,343,103,3619,17.6,99
602,18.5,3,320,126,2264,25.2,93
603,41.8,7,170,189,2797,10.9,83
604,24.8,10,278,213,4929,25.6,103
605,16.4,8,477,184,2649,8.1,94
606,50.6,3,377,247,1888,22.6,128
607,27.7,10,104,99,4412,23.2,113
608,42.6,8,374,100,4275,23.9,138
609,35.7,3,71,99,2503,21.5,81
610,21.0,4,115,93,4745,18.2,74
611,16.7,6,469,263,4853,25.3,133
612,41.5,5,253,243,4129,15.7,71
613,41.5,7,315,150,5043,28.0,89
614,45.5,3,456,127,2995,25.4,114
615,36.4,10,221,253,2932,10.4,147
616,47.5,10,488,53,4521,24.6,71
617,31.7,5,164,168,1389,25.2,97
618,27.8,4,428,126,5067,23.6,87
619,53.3,10,466,262,6228,17.5,73
620,18.9,10,130,103,5924,25.9,145
621,30.0,10,228,119,1786,18.7,140
622,42.3,5,88,193,3599,22.5,86
623,20.2,6,258,211,6168,23.4,70
624,8.0,6,266,173,5238,24.9,136
625,18.4,4,363,278,5720,14.7,91
626,17.5,7,328,79,1255,14.3,128
627,18.6,3,408,127,5017,11.3,108
628,41.7,8,377,170,1211,27.9,122
629,33.8,8,160,254,3498,26.0,110
630,37.7,4,238,161,3602,10.5,86
631,45.7,4,507,73,3252,14.7,112
632,42.9,9,298,217,2865,18.5,98
633,37.1,9,211,260,1897,23.4,93
634,30.0,6,106,157,4531,9.8,82
635,21.0,7,358,209,1472,29.0,82
636,33.5,3,428,209,1966,8.5,70
637,8.4,7,214,87,2893,8.0,137
638,51.1,5,118,270,3841,12.7,140
639,46.2,9,210,100,2963,15.9,144
640,23.2,5,452,115,4605,13.7,71
641,18.6,4,264,224,4717,17.9,150
642,10.5,7,263,58,5184,29.2,110
643,47.7,8,118,82,1688,17.8,96
644,46.7,9,299,77,3125,26.4,86
645,26.8,6,307,155,3594,11.6,137
646,13.2,4,89,125,5583,16.6,149
647,51.2,3,434,164,5220,10.0,112
648,11.7,7,126,88,5119,18.1,100
649,43.5,4,149,69,2537,24.2,133
650,53.4,8,359,51,5551,30.0,150
651,42.8,10,442,272,4314,13.5,79
652,31.3,8,144,75,1764,8.5,86
653,15.2,9,500,271,5451,14.0,121
654,32.9,8,330,214,6113,27.0,72
655,42.2,4,293,202,2761,17.2,93
656,18.7,10,173,52,1777,9.3,83
657,40.7,3,402,115,1745,24.3,118
658,29.1,8,385,204,1668,26.0,91
659,14.3,6,182,66,1268,11.5,150
660,19.2,6,500,257,4719,17.1,81
661,24.3,9,288,217,2471,17.6,73
662,16.8,10,98,182,1629,9.3,74
